1,211,255.10629272460938,174.41131591796875,47.9337158203125,27.040634155273438,1,1,1
1,212,321.9886779785156,176.00372314453125,34.085601806640625,19.944671630859375,1,1,1
2,211,241.08407592773438,173.52435302734375,51.64215087890625,27.83184814453125,1,1,1
2,212,313.41400146484375,174.8119354248047,36.5185546875,20.8863525390625,1,1,1
3,211,226.0663299560547,172.964599609375,55.15229797363281,29.294479370117188,1,1,1
3,212,304.83306884765625,174.3914337158203,37.505523681640625,21.413223266601562,1,1,1
4,211,210.03274536132812,171.7557373046875,59.444305419921875,31.053375244140625,1,1,1
4,212,294.89373779296875,173.2042236328125,39.646728515625,22.697799682617188,1,1,1
5,211,191.85638427734375,170.5951385498047,63.69303894042969,31.578399658203125,1,1,1
5,212,285.2181701660156,172.31800842285156,40.21160888671875,22.721664428710938,1,1,1
6,211,171.8804168701172,169.21498107910156,69.25099182128906,34.637420654296875,1,1,1
6,212,273.55511474609375,171.69146728515625,42.4976806640625,23.734130859375,1,1,1
7,211,149.81394958496094,168.80906677246094,74.57310485839844,36.167327880859375,1,1,1
7,212,260.6720886230469,171.77603149414062,46.44122314453125,24.423049926757812,1,1,1
8,211,125.23017120361328,169.19277954101562,81.3889389038086,37.94950866699219,1,1,1
8,212,248.43411254882812,172.65524291992188,47.307830810546875,24.848617553710938,1,1,1
9,211,97.53177642822266,170.3189697265625,89.5743637084961,40.62615966796875,1,1,1
9,212,233.96600341796875,173.58465576171875,49.9246826171875,26.733749389648438,1,1,1
10,211,67.88549041748047,170.9731903076172,97.18013763427734,42.41845703125,1,1,1
10,212,217.4951171875,174.47706604003906,53.687164306640625,27.633056640625,1,1,1
11,211,32.326210021972656,171.8687286376953,107.94026947021484,45.630889892578125,1,1,1
11,212,201.03890991210938,176.1405487060547,57.629364013671875,28.432769775390625,1,1,1
12,211,-0.40416115522384644,172.05929565429688,113.0165039896965,47.89408874511719,1,1,1
12,212,181.7410125732422,175.70713806152344,62.23292541503906,30.421249389648438,1,1,1
13,211,-1.3204269409179688,174.10182189941406,83.06709289550781,50.576141357421875,1,1,1
13,212,160.520263671875,176.64002990722656,67.35540771484375,32.00563049316406,1,1,1
14,211,-0.8750895261764526,176.88758850097656,45.69997203350067,44.1474609375,1,1,1
14,212,136.69183349609375,175.80581665039062,74.20082092285156,33.374237060546875,1,1,1
15,212,110.52096557617188,175.11575317382812,81.5311279296875,35.46357727050781,1,1,1
16,212,80.52029418945312,173.6458740234375,87.89739990234375,37.95210266113281,1,1,1
17,212,46.387691497802734,173.33056640625,97.01477432250977,39.96258544921875,1,1,1
18,212,7.816459655761719,172.92471313476562,107.28206634521484,42.59613037109375,1,1,1
19,212,-0.671738862991333,173.78289794921875,84.34420132637024,45.02967834472656,1,1,1
20,212,-0.7637245059013367,176.50291442871094,45.16759032011032,40.73139953613281,1,1,1
55,216,367.3584289550781,174.1608428955078,23.589324951171875,16.087722778320312,1,1,1
73,217,317.18121337890625,172.68710327148438,37.0233154296875,19.711151123046875,1,1,1
75,217,307.13525390625,170.77015686035156,38.548980712890625,22.345611572265625,1,1,1
76,217,302.133544921875,170.8692169189453,38.30938720703125,21.884933471679688,1,1,1
77,217,296.5386047363281,171.2567596435547,40.5003662109375,22.729171752929688,1,1,1
78,217,290.52557373046875,170.51870727539062,43.070587158203125,24.10809326171875,1,1,1
79,217,284.783447265625,171.07086181640625,43.730865478515625,25.402328491210938,1,1,1
80,217,279.3373718261719,172.002685546875,44.678680419921875,24.55694580078125,1,1,1
81,217,273.1827697753906,171.565673828125,45.335418701171875,25.5301513671875,1,1,1
82,217,264.7087097167969,171.80572509765625,48.770660400390625,24.71990966796875,1,1,1
83,217,257.4335021972656,171.7852325439453,50.872222900390625,25.577972412109375,1,1,1
84,217,248.93099975585938,171.6492462158203,53.49359130859375,24.96771240234375,1,1,1
85,217,241.45834350585938,171.4646453857422,55.008697509765625,26.710418701171875,1,1,1
86,217,233.1358184814453,171.01536560058594,56.91722106933594,28.327835083007812,1,1,1
87,217,228.52687072753906,170.460205078125,55.20399475097656,28.526397705078125,1,1,1
88,217,218.76686096191406,170.40602111816406,52.76069641113281,28.726943969726562,1,1,1
89,217,207.95660400390625,170.47694396972656,62.66204833984375,29.1483154296875,1,1,1
90,217,197.2596435546875,170.74595642089844,66.88671875,30.418533325195312,1,1,1
91,217,188.1603240966797,169.45945739746094,69.29533386230469,31.73492431640625,1,1,1
92,217,177.94125366210938,169.0559539794922,70.6470947265625,32.57740783691406,1,1,1
93,217,165.757080078125,169.32479858398438,75.16043090820312,33.494842529296875,1,1,1
94,217,153.78662109375,169.55523681640625,77.98622131347656,34.3896484375,1,1,1
95,217,143.01809692382812,170.33570861816406,79.46562194824219,34.97212219238281,1,1,1
96,217,128.88058471679688,169.8043212890625,83.30616760253906,36.1822509765625,1,1,1
97,217,114.18367004394531,169.879150390625,86.89175415039062,36.79515075683594,1,1,1
98,217,100.16072845458984,170.43479919433594,91.37853240966797,38.26466369628906,1,1,1
99,217,85.95867156982422,170.7559356689453,94.6788558959961,39.50837707519531,1,1,1
100,217,70.05281066894531,170.26722717285156,99.74310302734375,40.753173828125,1,1,1
101,217,52.94717025756836,171.09217834472656,104.37616348266602,41.64244079589844,1,1,1
102,217,36.437416076660156,171.31134033203125,107.52075958251953,43.38078308105469,1,1,1
103,217,19.35590171813965,173.02130126953125,112.62980079650879,44.20079040527344,1,1,1
104,217,0.7744771838188171,174.6602783203125,118.042371571064,45.080474853515625,1,1,1
105,217,-0.3462843894958496,174.15432739257812,104.85408926010132,47.717620849609375,1,1,1
106,217,-0.8116073608398438,174.11639404296875,91.24215698242188,49.36009216308594,1,1,1
107,217,-1.0804990530014038,173.85452270507812,76.82615029811859,49.91542053222656,1,1,1
108,217,-0.9387775659561157,173.04136657714844,58.663928627967834,46.35676574707031,1,1,1
109,217,-0.9902161359786987,178.36370849609375,42.35709083080292,42.62593078613281,1,1,1
117,219,1.2038729190826416,166.06895446777344,86.29637122154236,31.664505004882812,1,1,1
156,226,866.1885986328125,190.03062438964844,36.447998046875,17.342849731445312,1,1,1
157,226,872.6766357421875,190.2724609375,37.7957763671875,17.069091796875,1,1,1
158,226,878.2670288085938,190.3651580810547,42.25531005859375,16.701934814453125,1,1,1
160,226,905.5269165039062,189.54849243164062,37.946533203125,19.555084228515625,1,1,1
162,226,900.886962890625,190.81576538085938,63.4542236328125,22.815811157226562,1,1,1
163,226,907.5706787109375,192.2454071044922,68.13653564453125,20.892486572265625,1,1,1
164,226,914.2218627929688,192.9854736328125,71.2052001953125,21.433929443359375,1,1,1
